GEOGRAPHIC_REGION,REGION_COLOR,PROVINCE,DISTRICT,ZONE,YEAR,ECON_SCORE,ENVR_SCORE,FOREST_SCORE,AIR_SCORE,TEMP_SCORE
South East,#A5CD39,Binh Phuoc,Bu Dang,total,2020,48.84225759768451,71.57742402315483,92.2575976845152,60.463096960926194,62.01157742402316
South East,#A5CD39,Binh Phuoc,Bu Dang,total,2021,35.383502170767,65.6488181379643,49.131693198263385,72.85094066570188,74.96382054992765
South East,#A5CD39,Binh Phuoc,Bu Dang,urban,2018,34.62686567164179,31.72139303482587,37.16417910447761,53.5223880597015,4.477611940298507
South East,#A5CD39,Binh Phuoc,Bu Dang,urban,2019,37.83582089552239,58.29353233830847,16.567164179104477,66.74626865671642,91.56716417910448
South East,#A5CD39,Binh Phuoc,Bu Dang,urban,2020,67.38805970149254,57.72139303482587,50.223880597014926,60.92537313432837,62.01492537313433
South East,#A5CD39,Binh Phuoc,Bu Dang,urban,2021,43.656716417910445,66.85572139303483,50.373134328358205,75.044776119403,75.1492537313433
South East,#A5CD39,Binh Phuoc,Bu Gia Map,rural,2018,44.13109756097561,33.61788617886179,43.44512195121951,51.768292682926834,5.640243902439025
South East,#A5CD39,Binh Phuoc,Bu Gia Map,rural,2019,33.536585365853654,57.94715447154472,24.54268292682927,61.03658536585366,88.26219512195122
South East,#A5CD39,Binh Phuoc,Bu Gia Map,rural,2020,30.487804878048784,55.79776422764227,50.838414634146346,54.81707317073171,61.73780487804878
South East,#A5CD39,Binh Phuoc,Bu Gia Map,rural,2021,30.03048780487805,53.88211382113821,8.231707317073171,72.31707317073172,81.09756097560975
South East,#A5CD39,Binh Phuoc,Bu Gia Map,total,2018,42.25759768451519,32.73999035214665,42.6917510853835,51.114327062228654,4.413892908827785
South East,#A5CD39,Binh Phuoc,Bu Gia Map,total,2019,40.88277858176556,58.09454896285577,24.02315484804631,60.75253256150506,89.50795947901592
South East,#A5CD39,Binh Phuoc,Bu Gia Map,total,2020,27.424023154848047,56.06849975880366,49.78292329956584,54.3849493487699,64.03762662807526
South East,#A5CD39,Binh Phuoc,Bu Gia Map,total,2021,32.77858176555716,67.82440906898215,49.131693198263385,71.34587554269177,82.99565846599131
South East,#A5CD39,Binh Phuoc,Bu Gia Map,urban,2018,52.23880597014925,31.07462686567164,40.298507462686565,48.298507462686565,4.626865671641791
South East,#A5CD39,Binh Phuoc,Bu Gia Map,urban,2019,65.44776119402985,55.4726368159204,18.80597014925373,54.776119402985074,92.8358208955224
South East,#A5CD39,Binh Phuoc,Bu Gia Map,urban,2020,42.98507462686568,55.407960199004975,50.223880597014926,51.82089552238806,64.17910447761194
South East,#A5CD39,Binh Phuoc,Bu Gia Map,urban,2021,51.71641791044776,66.37313432835819,50.373134328358205,65.61194029850745,83.13432835820896
South East,#A5CD39,Binh Phuoc,Chon Thanh,rural,2018,68.29268292682927,22.55589430894309,3.8109756097560976,48.84146341463415,15.015243902439025
South East,#A5CD39,Binh Phuoc,Chon Thanh,rural,2019,73.85670731707317,51.82418699186992,5.945121951219512,62.25609756097562,87.27134146341464
South East,#A5CD39,Binh Phuoc,Chon Thanh,rural,2020,90.01524390243901,51.54471544715447,50.838414634146346,40.609756097560975,63.1859756097561
South East,#A5CD39,Binh Phuoc,Chon Thanh,rural,2021,74.39024390243902,58.59247967479675,52.21036585365854,54.05487804878049,69.51219512195122
South East,#A5CD39,Binh Phuoc,Chon Thanh,total,2018,73.589001447178,22.754462132175597,3.61794500723589,49.37771345875543,15.267727930535456
South East,#A5CD39,Binh Phuoc,Chon Thanh,total,2019,74.8191027496382,51.76555716353111,4.775687409551375,62.31548480463097,88.20549927641099
South East,#A5CD39,Binh Phuoc,Chon Thanh,total,2020,84.73227206946454,38.28750602990834,7.597684515195368,43.44428364688856,63.8205499276411
South East,#A5CD39,Binh Phuoc,Chon Thanh,total,2021,70.83936324167873,73.02942595272552,92.54703328509407,55.0506512301013,71.49059334298119
South East,#A5CD39,Binh Phuoc,Chon Thanh,urban,2018,74.1044776119403,23.537313432835823,2.238805970149253,51.880597014925385,16.492537313432834
South East,#A5CD39,Binh Phuoc,Chon Thanh,urban,2019,74.32835820895522,51.437810945273625,4.328358208955224,63.791044776119406,86.19402985074626
South East,#A5CD39,Binh Phuoc,Chon Thanh,urban,2020,77.61194029850746,52.03482587064676,50.223880597014926,42.29850746268657,63.582089552238806
South East,#A5CD39,Binh Phuoc,Chon Thanh,urban,2021,62.16417910447761,73.4228855721393,93.2089552238806,55.492537313432834,71.56716417910448
South East,#A5CD39,Binh Phuoc,Dong Phu,rural,2018,44.51219512195122,36.36178861788618,50.762195121951216,47.804878048780495,10.51829268292683
South East,#A5CD39,Binh Phuoc,Dong Phu,rural,2019,75.91463414634146,59.60365853658536,18.29268292682927,65.2439024390244,95.27439024390245
South East,#A5CD39,Binh Phuoc,Dong Phu,rural,2020,71.03658536585365,39.3089430894309,8.003048780487806,47.34756097560976,62.57621951219512
South East,#A5CD39,Binh Phuoc,Dong Phu,rural,2021,56.55487804878048,60.09146341463415,52.21036585365854,58.9329268292683,69.1310975609756
South East,#A5CD39,Binh Phuoc,Dong Phu,total,2018,48.04630969609262,37.510853835021706,49.05933429811867,49.29088277858177,14.18234442836469
South East,#A5CD39,Binh Phuoc,Dong Phu,total,2019,74.52966714905934,59.15581283164495,17.80028943560058,65.52821997105644,94.13892908827783
South East,#A5CD39,Binh Phuoc,Dong Phu,total,2020,73.1548480463097,54.98311625663289,49.78292329956584,50.47756874095514,64.6888567293777
South East,#A5CD39,Binh Phuoc,Dong Phu,total,2021,62.73516642547033,59.237819585142304,49.131693198263385,60.49204052098408,68.08972503617944
South East,#A5CD39,Binh Phuoc,Dong Phu,urban,2018,51.64179104477611,32.33333333333333,28.2089552238806,54.08955223880597,14.701492537313433
South East,#A5CD39,Binh Phuoc,Dong Phu,urban,2019,73.43283582089552,60.75621890547264,19.55223880597015,68.98507462686567,93.73134328358208
South East,#A5CD39,Binh Phuoc,Dong Phu,urban,2020,81.41791044776119,54.92537313432835,50.223880597014926,50.00000000000001,64.55223880597015
South East,#A5CD39,Binh Phuoc,Dong Phu,urban,2021,70.82089552238806,61.2686567164179,50.373134328358205,64.62686567164178,68.80597014925374
South East,#A5CD39,Binh Phuoc,Dong Xoai,rural,2018,58.84146341463415,34.33943089430894,39.78658536585366,49.054878048780495,14.176829268292682
South East,#A5CD39,Binh Phuoc,Dong Xoai,rural,2019,75.9908536585366,56.92581300813008,13.719512195121952,66.1280487804878,90.9298780487805
South East,#A5CD39,Binh Phuoc,Dong Xoai,rural,2020,79.8780487804878,39.83231707317073,8.003048780487806,47.16463414634146,64.32926829268293
South East,#A5CD39,Binh Phuoc,Dong Xoai,rural,2021,56.17378048780488,59.73069105691057,52.21036585365854,61.4329268292683,65.54878048780489
South East,#A5CD39,Binh Phuoc,Dong Xoai,total,2018,59.91316931982634,32.85576459237819,31.114327062228654,53.34298118668596,14.10998552821997
South East,#A5CD39,Binh Phuoc,Dong Xoai,total,2019,77.56874095513749,58.33092136999517,11.432706222865413,70.7959479015919,92.76410998552822
South East,#A5CD39,Binh Phuoc,Dong Xoai,total,2020,74.09551374819102,56.14085865894839,49.78292329956584,53.37192474674384,65.26772793053546
South East,#A5CD39,Binh Phuoc,Dong Xoai,total,2021,65.70188133140377,61.13844669561022,49.131693198263385,66.7727930535456,67.5108538350217
South East,#A5CD39,Binh Phuoc,Dong Xoai,urban,2018,58.507462686567166,25.65671641791045,6.119402985074627,56.14925373134329,14.701492537313433
South East,#A5CD39,Binh Phuoc,Dong Xoai,urban,2019,75.44776119402985,57.03482587064676,6.567164179104477,72.44776119402987,92.08955223880596
South East,#A5CD39,Binh Phuoc,Dong Xoai,urban,2020,73.88059701492537,57.07960199004975,50.223880597014926,55.7910447761194,65.22388059701493
South East,#A5CD39,Binh Phuoc,Dong Xoai,urban,2021,67.91044776119404,62.91044776119402,50.373134328358205,70.1492537313433,68.2089552238806
South East,#A5CD39,Binh Phuoc,Hon Quan,rural,2018,53.04878048780488,24.070121951219512,16.76829268292683,46.06707317073172,9.375
South East,#A5CD39,Binh Phuoc,Hon Quan,rural,2019,54.80182926829268,52.73882113821137,13.567073170731708,63.32317073170732,81.32621951219511
South East,#A5CD39,Binh Phuoc,Hon Quan,rural,2020,52.7439024390244,53.08943089430893,50.838414634146346,43.26219512195122,65.16768292682926
South East,#A5CD39,Binh Phuoc,Hon Quan,rural,2021,57.698170731707314,62.0020325203252,52.21036585365854,62.37804878048781,71.41768292682926
South East,#A5CD39,Binh Phuoc,Hon Quan,total,2018,62.87988422575977,23.791606367583213,17.0767004341534,45.03617945007236,9.261939218523878
South East,#A5CD39,Binh Phuoc,Hon Quan,total,2019,65.4848046309696,52.32995658465991,13.314037626628076,61.91027496382056,81.76555716353111
South East,#A5CD39,Binh Phuoc,Hon Quan,total,2020,41.53400868306802,52.913651712493966,49.78292329956584,43.18379160636759,65.77424023154848
South East,#A5CD39,Binh Phuoc,Hon Quan,total,2021,58.82778581765557,60.70429329474192,49.131693198263385,61.70767004341535,71.27351664254704
South East,#A5CD39,Binh Phuoc,Hon Quan,urban,2018,76.94029850746269,25.079601990049756,16.716417910447763,47.25373134328359,11.26865671641791
South East,#A5CD39,Binh Phuoc,Hon Quan,urban,2019,80.37313432835822,53.40298507462686,15.37313432835821,63.64179104477613,81.19402985074626
South East,#A5CD39,Binh Phuoc,Hon Quan,urban,2020,46.11940298507463,52.865671641791046,50.223880597014926,42.92537313432836,65.44776119402985
South East,#A5CD39,Binh Phuoc,Hon Quan,urban,2021,64.70149253731343,61.39800995024875,50.373134328358205,62.32835820895522,71.49253731343283
South East,#A5CD39,Binh Phuoc,Loc Ninh,rural,2018,39.40548780487805,36.74288617886178,56.55487804878049,48.109756097560975,5.564024390243902
South East,#A5CD39,Binh Phuoc,Loc Ninh,rural,2019,55.64024390243903,62.32215447154472,41.61585365853659,61.89024390243903,83.46036585365854
South East,#A5CD39,Binh Phuoc,Loc Ninh,rural,2020,59.29878048780488,54.78150406504065,50.838414634146346,47.04268292682927,66.46341463414633
South East,#A5CD39,Binh Phuoc,Loc Ninh,rural,2021,74.6189024390244,75.9400406504065,94.0548780487805,61.58536585365854,72.1798780487805
South East,#A5CD39,Binh Phuoc,Loc Ninh,total,2018,44.7178002894356,36.07332368547998,54.99276410998553,47.872648335745296,5.354558610709117
South East,#A5CD39,Binh Phuoc,Loc Ninh,total,2019,52.74963820549928,62.07428847081525,41.38929088277858,60.60781476121564,84.22575976845152
South East,#A5CD39,Binh Phuoc,Loc Ninh,total,2020,53.54558610709117,55.04100337674868,49.78292329956584,48.48046309696093,66.85962373371925
South East,#A5CD39,Binh Phuoc,Loc Ninh,total,2021,70.33285094066571,61.27351664254702,49.131693198263385,61.82344428364689,72.86541244573083
South East,#A5CD39,Binh Phuoc,Loc Ninh,urban,2018,49.92537313432836,32.13930348258707,39.85074626865672,51.34328358208956,5.223880597014926
South East,#A5CD39,Binh Phuoc,Loc Ninh,urban,2019,53.95522388059702,59.10945273631842,31.791044776119403,61.13432835820896,84.40298507462687
South East,#A5CD39,Binh Phuoc,Loc Ninh,urban,2020,57.98507462686567,55.44278606965174,50.223880597014926,48.865671641791046,67.23880597014926
South East,#A5CD39,Binh Phuoc,Loc Ninh,urban,2021,54.62686567164179,62.59203980099501,50.373134328358205,65.16417910447761,72.23880597014924
